0, 0, 20445977.698409
0, 1, 20445977.698409
0, 2, 20445977.698409
0, 3, 20445977.698409
0, 4, 20445977.698409
0, 5, 20445977.698409
0, 6, 20445977.698409
0, 7, 20445977.698409
0, 8, 20445977.698409
0, 9, 20445977.698409
0, 10, 20445977.698409
0, 11, 20445977.698409
0, 12, 20445977.698409
0, 13, 20445977.698409
0, 14, 20445977.698409
0, 15, 20445977.698409
0, 16, 20445977.698409
0, 17, 20445977.698409
0, 18, 20445977.698409
0, 19, 20445977.698409
0, 20, 20445977.698409
0, 21, 20445977.698409
0, 22, 20445977.698409
0, 23, 20445977.698409
0, 24, 20445977.698409
0, 25, 20445977.698409
0, 26, 20445977.698409
0, 27, 20445977.698409
0, 28, 20445977.698409
0, 29, 20445977.698409
0, 30, 20445977.698409
0, 31, 20445977.698409
0, 32, 20445977.698409
0, 33, 20445977.698409
0, 34, 20445977.698409
0, 35, 20445977.698409
0, 36, 20445977.698409
0, 37, 20445977.698409
0, 38, 20445977.698409
0, 39, 20445977.698409
0, 40, 20445977.698409
0, 41, 20445977.698409
0, 42, 20445977.698409
0, 43, 20445977.698409
0, 44, 20445977.698409
0, 45, 20445977.698409
0, 46, 20445977.698409
0, 47, 20445977.698409
0, 48, 20445977.698409
0, 49, 20445977.698409
0, 50, 20445977.698409
0, 51, 20445977.698409
0, 52, 20445977.698409
0, 53, 20445977.698409
0, 54, 20445977.698409
0, 55, 20445977.698409
0, 56, 20445977.698409
0, 57, 20445977.698409
0, 58, 20445977.698409
0, 59, 20445977.698409
0, 60, 20445977.698409
0, 61, 20445977.698409
0, 62, 20445977.698409
0, 63, 20445977.698409
0, 64, 20445977.698409
0, 65, 20445977.698409
0, 66, 20445977.698409
0, 67, 20445977.698409
0, 68, 20445977.698409
0, 69, 20445977.698409
0, 70, 20445977.698409
0, 71, 20445977.698409
0, 72, 20445977.698409
0, 73, 20445977.698409
0, 74, 20445977.698409
0, 75, 20445977.698409
0, 76, 20445977.698409
0, 77, 20445977.698409
0, 78, 20445977.698409
0, 79, 20445977.698409
0, 80, 20445977.698409
0, 81, 20445977.698409
0, 82, 20445977.698409
0, 83, 20445977.698409
0, 84, 20445977.698409
0, 85, 20445977.698409
0, 86, 20445977.698409
0, 87, 20445977.698409
0, 88, 20445977.698409
0, 89, 20445977.698409
0, 90, 20445977.698409
0, 91, 20445977.698409
0, 92, 20445977.698409
0, 93, 20445977.698409
0, 94, 20445977.698409
0, 95, 20445977.698409
0, 96, 20445977.698409
0, 97, 20445977.698409
0, 98, 20445977.698409
